Track for td05                 2010
Date       Time (UTC)   Latitude     Longitude
MM/DD/Year HH:MM:SS      (deg)         (deg)
08/10/2010 17:45:48     25.770 N     83.755 W
08/10/2010 17:47:48     25.770 N     83.759 W
08/10/2010 17:49:49     25.771 N     83.764 W
08/10/2010 17:51:49     25.772 N     83.768 W
08/10/2010 17:53:48     25.773 N     83.772 W
08/10/2010 17:55:48     25.774 N     83.777 W
08/10/2010 17:57:49     25.774 N     83.781 W
08/10/2010 17:59:48     25.775 N     83.785 W
08/10/2010 18:01:48     25.776 N     83.790 W
08/10/2010 18:03:49     25.777 N     83.794 W
08/10/2010 18:05:49     25.777 N     83.798 W
08/10/2010 18:07:48     25.778 N     83.803 W
08/10/2010 18:09:48     25.779 N     83.807 W
08/10/2010 18:11:49     25.780 N     83.811 W
08/10/2010 18:13:49     25.781 N     83.815 W
08/10/2010 18:15:48     25.781 N     83.820 W
08/10/2010 18:17:48     25.782 N     83.824 W
08/10/2010 18:19:49     25.783 N     83.828 W
08/10/2010 18:21:49     25.784 N     83.833 W
08/10/2010 18:23:48     25.784 N     83.837 W
08/10/2010 18:25:48     25.785 N     83.841 W
08/10/2010 18:27:49     25.786 N     83.846 W
08/10/2010 18:29:48     25.787 N     83.850 W
08/10/2010 18:31:48     25.788 N     83.854 W
08/10/2010 18:33:49     25.788 N     83.859 W
08/10/2010 18:35:49     25.789 N     83.863 W
08/10/2010 18:37:48     25.790 N     83.867 W
08/10/2010 18:39:48     25.791 N     83.872 W
08/10/2010 18:41:49     25.791 N     83.876 W
08/10/2010 18:43:49     25.792 N     83.880 W
08/10/2010 18:45:48     25.793 N     83.885 W
08/10/2010 18:47:48     25.794 N     83.889 W
08/10/2010 18:49:49     25.795 N     83.893 W
08/10/2010 18:51:49     25.795 N     83.898 W
08/10/2010 18:53:48     25.796 N     83.902 W
08/10/2010 18:55:48     25.797 N     83.906 W
08/10/2010 18:57:49     25.798 N     83.911 W
08/10/2010 18:59:48     25.799 N     83.915 W
08/10/2010 19:01:48     25.799 N     83.919 W
08/10/2010 19:03:49     25.800 N     83.923 W
08/10/2010 19:05:49     25.801 N     83.928 W
08/10/2010 19:07:48     25.802 N     83.932 W
08/10/2010 19:09:48     25.803 N     83.936 W
08/10/2010 19:11:49     25.803 N     83.941 W
08/10/2010 19:13:49     25.804 N     83.945 W
08/10/2010 19:15:48     25.805 N     83.949 W
08/10/2010 19:17:48     25.806 N     83.954 W
08/10/2010 19:19:49     25.807 N     83.958 W
08/10/2010 19:21:49     25.807 N     83.962 W
08/10/2010 19:23:48     25.808 N     83.967 W
08/10/2010 19:25:48     25.809 N     83.971 W
08/10/2010 19:27:49     25.810 N     83.975 W
08/10/2010 19:29:48     25.811 N     83.980 W
08/10/2010 19:31:48     25.811 N     83.984 W
08/10/2010 19:33:49     25.812 N     83.988 W
08/10/2010 19:35:49     25.813 N     83.993 W
08/10/2010 19:37:48     25.814 N     83.997 W
08/10/2010 19:39:48     25.815 N     84.001 W
08/10/2010 19:41:49     25.815 N     84.006 W
08/10/2010 19:43:49     25.816 N     84.010 W
08/10/2010 19:45:48     25.817 N     84.014 W
08/10/2010 19:47:48     25.818 N     84.019 W
08/10/2010 19:49:49     25.819 N     84.023 W
08/10/2010 19:51:49     25.820 N     84.027 W
08/10/2010 19:53:48     25.820 N     84.032 W
08/10/2010 19:55:48     25.821 N     84.036 W
08/10/2010 19:57:49     25.822 N     84.040 W
08/10/2010 19:59:48     25.823 N     84.045 W
08/10/2010 20:01:48     25.824 N     84.049 W
08/10/2010 20:03:49     25.825 N     84.053 W
08/10/2010 20:05:49     25.825 N     84.058 W
08/10/2010 20:07:48     25.826 N     84.062 W
08/10/2010 20:09:48     25.827 N     84.067 W
08/10/2010 20:11:49     25.828 N     84.071 W
08/10/2010 20:13:49     25.829 N     84.075 W
08/10/2010 20:15:48     25.830 N     84.080 W
08/10/2010 20:17:48     25.831 N     84.084 W
08/10/2010 20:19:49     25.831 N     84.088 W
08/10/2010 20:21:49     25.832 N     84.093 W
08/10/2010 20:23:48     25.833 N     84.097 W
08/10/2010 20:25:48     25.834 N     84.101 W
08/10/2010 20:27:49     25.835 N     84.106 W
08/10/2010 20:29:48     25.836 N     84.110 W
08/10/2010 20:31:48     25.837 N     84.114 W
08/10/2010 20:33:49     25.837 N     84.119 W
08/10/2010 20:35:49     25.838 N     84.123 W
08/10/2010 20:37:48     25.839 N     84.127 W
08/10/2010 20:39:48     25.840 N     84.132 W
08/10/2010 20:41:49     25.841 N     84.136 W
08/10/2010 20:43:49     25.842 N     84.141 W
08/10/2010 20:45:48     25.843 N     84.145 W
08/10/2010 20:47:48     25.844 N     84.149 W
08/10/2010 20:49:49     25.845 N     84.154 W
08/10/2010 20:51:49     25.845 N     84.158 W
08/10/2010 20:53:48     25.846 N     84.162 W
08/10/2010 20:55:48     25.847 N     84.167 W
08/10/2010 20:57:49     25.848 N     84.171 W
08/10/2010 20:59:48     25.849 N     84.175 W
08/10/2010 21:01:48     25.850 N     84.180 W
08/10/2010 21:03:49     25.851 N     84.184 W
08/10/2010 21:05:49     25.852 N     84.189 W
08/10/2010 21:07:48     25.853 N     84.193 W
08/10/2010 21:09:48     25.854 N     84.197 W
08/10/2010 21:11:49     25.855 N     84.202 W
08/10/2010 21:13:49     25.856 N     84.206 W
08/10/2010 21:15:48     25.856 N     84.210 W
08/10/2010 21:17:48     25.857 N     84.215 W
08/10/2010 21:19:49     25.858 N     84.219 W
08/10/2010 21:21:49     25.859 N     84.224 W
08/10/2010 21:23:48     25.860 N     84.228 W
08/10/2010 21:25:48     25.861 N     84.232 W
08/10/2010 21:27:49     25.862 N     84.237 W
