Track for Fay           2008
MM/DD/Year HH:MM:SS      (deg)         (deg)
08/20/2008 14:12:14     28.487 N     80.640 W
08/20/2008 14:14:15     28.489 N     80.638 W
08/20/2008 14:16:14     28.491 N     80.636 W
08/20/2008 14:17:55     28.493 N     80.635 W
08/20/2008 14:19:54     28.494 N     80.635 W
08/20/2008 14:21:55     28.496 N     80.635 W
08/20/2008 14:23:54     28.497 N     80.635 W
08/20/2008 14:25:55     28.498 N     80.635 W
08/20/2008 14:27:54     28.500 N     80.635 W
08/20/2008 14:29:55     28.501 N     80.635 W
08/20/2008 14:31:55     28.502 N     80.636 W
08/20/2008 14:33:54     28.503 N     80.636 W
08/20/2008 14:35:55     28.504 N     80.637 W
08/20/2008 14:37:54     28.505 N     80.637 W
08/20/2008 14:39:55     28.506 N     80.638 W
08/20/2008 14:41:54     28.507 N     80.639 W
08/20/2008 14:43:55     28.508 N     80.639 W
08/20/2008 14:45:54     28.509 N     80.640 W
08/20/2008 14:47:55     28.510 N     80.641 W
08/20/2008 14:49:54     28.511 N     80.642 W
08/20/2008 14:51:55     28.511 N     80.643 W
08/20/2008 14:53:54     28.512 N     80.644 W
08/20/2008 14:55:55     28.513 N     80.645 W
08/20/2008 14:57:54     28.514 N     80.646 W
08/20/2008 14:59:55     28.515 N     80.647 W
08/20/2008 15:01:55     28.515 N     80.648 W
08/20/2008 15:03:54     28.516 N     80.649 W
08/20/2008 15:05:55     28.517 N     80.650 W
08/20/2008 15:07:54     28.518 N     80.651 W
08/20/2008 15:09:55     28.519 N     80.652 W
08/20/2008 15:11:54     28.519 N     80.653 W
08/20/2008 15:13:55     28.520 N     80.654 W
08/20/2008 15:15:54     28.521 N     80.655 W
08/20/2008 15:17:55     28.522 N     80.656 W
08/20/2008 15:19:54     28.523 N     80.657 W
08/20/2008 15:21:55     28.524 N     80.657 W
08/20/2008 15:23:54     28.525 N     80.658 W
08/20/2008 15:25:55     28.525 N     80.658 W
08/20/2008 15:27:54     28.526 N     80.659 W
08/20/2008 15:29:55     28.527 N     80.659 W
08/20/2008 15:31:55     28.528 N     80.659 W
08/20/2008 15:33:54     28.529 N     80.659 W
08/20/2008 15:35:55     28.530 N     80.659 W
08/20/2008 15:37:54     28.532 N     80.659 W
08/20/2008 15:39:55     28.533 N     80.659 W
08/20/2008 15:41:54     28.534 N     80.659 W
08/20/2008 15:43:55     28.535 N     80.658 W
08/20/2008 15:45:54     28.536 N     80.658 W
08/20/2008 15:47:55     28.538 N     80.657 W
08/20/2008 15:49:49     28.539 N     80.656 W
08/20/2008 15:51:50     28.540 N     80.655 W
08/20/2008 15:53:49     28.542 N     80.654 W
08/20/2008 15:55:50     28.543 N     80.653 W
08/20/2008 15:57:49     28.545 N     80.652 W
08/20/2008 15:59:50     28.546 N     80.651 W
08/20/2008 16:01:49     28.547 N     80.650 W
08/20/2008 16:03:49     28.549 N     80.649 W
08/20/2008 16:05:50     28.550 N     80.647 W
08/20/2008 16:07:49     28.552 N     80.646 W
08/20/2008 16:09:50     28.554 N     80.644 W
08/20/2008 16:11:49     28.555 N     80.643 W
08/20/2008 16:13:50     28.557 N     80.641 W
08/20/2008 16:15:49     28.558 N     80.639 W
08/20/2008 16:17:50     28.560 N     80.637 W
08/20/2008 16:19:49     28.562 N     80.635 W
08/20/2008 16:21:50     28.564 N     80.633 W
08/20/2008 16:23:49     28.565 N     80.630 W
08/20/2008 16:25:50     28.567 N     80.628 W
08/20/2008 16:27:49     28.569 N     80.625 W
08/20/2008 16:29:50     28.571 N     80.623 W
08/20/2008 16:31:49     28.573 N     80.620 W
08/20/2008 16:33:49     28.575 N     80.617 W
08/20/2008 16:35:50     28.577 N     80.614 W
08/20/2008 16:37:49     28.579 N     80.611 W
08/20/2008 16:39:50     28.581 N     80.608 W
08/20/2008 16:41:49     28.583 N     80.605 W
08/20/2008 16:43:50     28.585 N     80.602 W
08/20/2008 16:45:49     28.587 N     80.598 W
08/20/2008 16:47:50     28.589 N     80.595 W
08/20/2008 16:49:49     28.591 N     80.591 W
08/20/2008 16:51:50     28.593 N     80.588 W
08/20/2008 16:53:49     28.595 N     80.584 W
08/20/2008 16:55:50     28.598 N     80.580 W
08/20/2008 16:57:49     28.600 N     80.576 W
08/20/2008 16:59:50     28.602 N     80.573 W
08/20/2008 17:01:49     28.604 N     80.569 W
08/20/2008 17:03:49     28.607 N     80.565 W
08/20/2008 17:05:50     28.609 N     80.561 W
08/20/2008 17:06:40     28.610 N     80.559 W
08/20/2008 17:08:39     28.612 N     80.556 W
08/20/2008 17:10:40     28.614 N     80.554 W
08/20/2008 17:12:39     28.616 N     80.552 W
08/20/2008 17:14:40     28.618 N     80.549 W
08/20/2008 17:16:39     28.621 N     80.547 W
08/20/2008 17:18:40     28.623 N     80.544 W
08/20/2008 17:20:40     28.625 N     80.542 W
08/20/2008 17:22:39     28.627 N     80.539 W
08/20/2008 17:24:40     28.629 N     80.537 W
08/20/2008 17:26:39     28.631 N     80.534 W
08/20/2008 17:28:40     28.634 N     80.532 W
08/20/2008 17:30:39     28.636 N     80.529 W
08/20/2008 17:32:40     28.638 N     80.527 W
08/20/2008 17:34:39     28.641 N     80.524 W
08/20/2008 17:36:40     28.643 N     80.522 W
08/20/2008 17:38:39     28.645 N     80.519 W
08/20/2008 17:40:40     28.648 N     80.517 W
08/20/2008 17:42:39     28.650 N     80.514 W
08/20/2008 17:44:40     28.653 N     80.512 W
08/20/2008 17:46:39     28.655 N     80.510 W
08/20/2008 17:48:40     28.658 N     80.507 W
08/20/2008 17:50:40     28.660 N     80.505 W
08/20/2008 17:52:39     28.663 N     80.502 W
08/20/2008 17:54:40     28.665 N     80.500 W
08/20/2008 17:56:39     28.668 N     80.497 W
08/20/2008 17:58:40     28.670 N     80.495 W
08/20/2008 18:00:39     28.673 N     80.492 W
08/20/2008 18:02:40     28.676 N     80.490 W
08/20/2008 18:04:39     28.678 N     80.488 W
08/20/2008 18:06:40     28.681 N     80.485 W
08/20/2008 18:08:39     28.684 N     80.483 W
08/20/2008 18:10:40     28.687 N     80.480 W
08/20/2008 18:12:39     28.689 N     80.478 W
08/20/2008 18:14:40     28.692 N     80.476 W
08/20/2008 18:16:39     28.695 N     80.473 W
08/20/2008 18:18:40     28.698 N     80.471 W
08/20/2008 18:20:40     28.701 N     80.469 W
08/20/2008 18:22:39     28.703 N     80.466 W
08/20/2008 18:24:40     28.706 N     80.464 W
08/20/2008 18:26:39     28.709 N     80.462 W
08/20/2008 18:28:40     28.712 N     80.459 W
08/20/2008 18:30:39     28.715 N     80.457 W
08/20/2008 18:32:40     28.718 N     80.455 W
08/20/2008 18:34:39     28.721 N     80.453 W
08/20/2008 18:36:40     28.724 N     80.450 W
08/20/2008 18:38:39     28.727 N     80.448 W
08/20/2008 18:40:40     28.729 N     80.446 W
08/20/2008 18:42:39     28.732 N     80.444 W
08/20/2008 18:44:40     28.735 N     80.441 W
08/20/2008 18:46:39     28.738 N     80.439 W
08/20/2008 18:48:40     28.741 N     80.437 W
08/20/2008 18:50:40     28.744 N     80.435 W
08/20/2008 18:52:39     28.747 N     80.433 W
08/20/2008 18:54:40     28.750 N     80.431 W
08/20/2008 18:56:39     28.753 N     80.429 W
08/20/2008 18:58:40     28.756 N     80.427 W
08/20/2008 19:00:39     28.759 N     80.425 W
08/20/2008 19:02:40     28.762 N     80.423 W
08/20/2008 19:04:39     28.764 N     80.421 W
08/20/2008 19:06:40     28.767 N     80.419 W
08/20/2008 19:08:39     28.770 N     80.417 W
08/20/2008 19:10:40     28.773 N     80.415 W
08/20/2008 19:12:39     28.776 N     80.413 W
08/20/2008 19:14:40     28.779 N     80.411 W
08/20/2008 19:16:39     28.782 N     80.409 W
08/20/2008 19:18:40     28.784 N     80.407 W
08/20/2008 19:20:40     28.787 N     80.405 W
08/20/2008 19:22:39     28.790 N     80.404 W
08/20/2008 19:24:40     28.793 N     80.402 W
08/20/2008 19:26:39     28.795 N     80.400 W
08/20/2008 19:28:40     28.798 N     80.398 W
08/20/2008 19:30:39     28.801 N     80.397 W
08/20/2008 19:32:40     28.803 N     80.395 W
08/20/2008 19:34:39     28.806 N     80.393 W
08/20/2008 19:36:40     28.809 N     80.392 W
08/20/2008 19:38:39     28.811 N     80.390 W
08/20/2008 19:40:40     28.814 N     80.389 W
08/20/2008 19:42:39     28.816 N     80.387 W
08/20/2008 19:44:40     28.819 N     80.386 W
08/20/2008 19:46:39     28.821 N     80.384 W
08/20/2008 19:48:40     28.824 N     80.383 W
08/20/2008 19:50:40     28.826 N     80.381 W
08/20/2008 19:52:39     28.828 N     80.380 W
08/20/2008 19:54:40     28.831 N     80.379 W
08/20/2008 19:56:39     28.833 N     80.377 W
08/20/2008 19:58:40     28.835 N     80.376 W
08/20/2008 20:00:39     28.837 N     80.375 W
08/20/2008 20:02:40     28.840 N     80.374 W
08/20/2008 20:04:39     28.842 N     80.372 W
08/20/2008 20:06:40     28.844 N     80.371 W
08/20/2008 20:08:39     28.846 N     80.370 W
08/20/2008 20:10:40     28.848 N     80.369 W
08/20/2008 20:12:39     28.850 N     80.368 W
08/20/2008 20:14:40     28.852 N     80.367 W
08/20/2008 20:16:39     28.854 N     80.366 W
08/20/2008 20:18:40     28.856 N     80.365 W
08/20/2008 20:20:40     28.858 N     80.364 W
08/20/2008 20:22:39     28.859 N     80.363 W
08/20/2008 20:24:40     28.861 N     80.362 W
08/20/2008 20:26:39     28.863 N     80.362 W
08/20/2008 20:28:40     28.865 N     80.361 W
08/20/2008 20:30:39     28.866 N     80.360 W
08/20/2008 20:32:40     28.868 N     80.359 W
08/20/2008 20:34:39     28.870 N     80.359 W
08/20/2008 20:36:40     28.871 N     80.358 W
08/20/2008 20:38:39     28.873 N     80.357 W
08/20/2008 20:40:40     28.874 N     80.357 W
08/20/2008 20:42:39     28.876 N     80.356 W
08/20/2008 20:44:40     28.877 N     80.355 W
08/20/2008 20:45:39     28.878 N     80.355 W
08/20/2008 20:47:40     28.879 N     80.354 W
08/20/2008 20:49:39     28.881 N     80.353 W
08/20/2008 20:51:40     28.882 N     80.352 W
08/20/2008 20:53:39     28.883 N     80.351 W
08/20/2008 20:55:40     28.885 N     80.350 W
08/20/2008 20:57:39     28.886 N     80.349 W
08/20/2008 20:59:40     28.887 N     80.348 W
08/20/2008 21:01:39     28.888 N     80.347 W
08/20/2008 21:03:40     28.890 N     80.346 W
08/20/2008 21:05:40     28.891 N     80.345 W
08/20/2008 21:07:39     28.892 N     80.345 W
08/20/2008 21:09:40     28.893 N     80.344 W
08/20/2008 21:11:39     28.894 N     80.343 W
08/20/2008 21:13:40     28.896 N     80.342 W
08/20/2008 21:15:39     28.897 N     80.342 W
08/20/2008 21:17:40     28.898 N     80.341 W
08/20/2008 21:19:39     28.899 N     80.341 W
08/20/2008 21:21:40     28.900 N     80.340 W
08/20/2008 21:23:39     28.901 N     80.340 W
08/20/2008 21:25:40     28.902 N     80.340 W
08/20/2008 21:27:39     28.903 N     80.339 W
08/20/2008 21:29:40     28.905 N     80.339 W
08/20/2008 21:31:39     28.906 N     80.339 W
08/20/2008 21:33:40     28.907 N     80.339 W
08/20/2008 21:35:40     28.908 N     80.338 W
08/20/2008 21:37:39     28.909 N     80.338 W
08/20/2008 21:39:40     28.910 N     80.338 W
08/20/2008 21:41:39     28.911 N     80.338 W
08/20/2008 21:43:40     28.912 N     80.339 W
08/20/2008 21:45:39     28.913 N     80.339 W
08/20/2008 21:47:40     28.914 N     80.339 W
08/20/2008 21:49:39     28.915 N     80.339 W
08/20/2008 21:51:40     28.916 N     80.339 W
08/20/2008 21:53:39     28.917 N     80.340 W
08/20/2008 21:55:40     28.918 N     80.340 W
08/20/2008 21:57:39     28.919 N     80.341 W
08/20/2008 21:59:40     28.920 N     80.341 W
08/20/2008 22:01:39     28.921 N     80.342 W
08/20/2008 22:03:40     28.922 N     80.342 W
08/20/2008 22:05:40     28.923 N     80.343 W
08/20/2008 22:05:42     28.923 N     80.343 W
08/20/2008 22:07:41     28.924 N     80.343 W
08/20/2008 22:09:42     28.926 N     80.344 W
08/20/2008 22:11:42     28.927 N     80.344 W
08/20/2008 22:13:41     28.928 N     80.345 W
08/20/2008 22:15:42     28.930 N     80.346 W
08/20/2008 22:17:41     28.931 N     80.346 W
08/20/2008 22:19:42     28.933 N     80.347 W
08/20/2008 22:21:41     28.934 N     80.348 W
08/20/2008 22:23:42     28.936 N     80.349 W
08/20/2008 22:25:41     28.937 N     80.350 W
08/20/2008 22:27:42     28.939 N     80.351 W
08/20/2008 22:29:41     28.940 N     80.352 W
08/20/2008 22:31:42     28.942 N     80.353 W
08/20/2008 22:33:41     28.943 N     80.354 W
08/20/2008 22:35:42     28.945 N     80.355 W
08/20/2008 22:37:41     28.946 N     80.357 W
08/20/2008 22:39:42     28.948 N     80.358 W
08/20/2008 22:41:42     28.949 N     80.359 W
08/20/2008 22:43:41     28.951 N     80.361 W
08/20/2008 22:45:42     28.952 N     80.362 W
08/20/2008 22:47:41     28.954 N     80.364 W
08/20/2008 22:49:42     28.955 N     80.365 W
08/20/2008 22:51:41     28.957 N     80.367 W
08/20/2008 22:53:42     28.958 N     80.368 W
08/20/2008 22:55:41     28.960 N     80.370 W
08/20/2008 22:57:42     28.961 N     80.372 W
08/20/2008 22:59:41     28.962 N     80.374 W
08/20/2008 23:01:42     28.964 N     80.375 W
08/20/2008 23:03:41     28.965 N     80.377 W
08/20/2008 23:05:42     28.966 N     80.379 W
08/20/2008 23:07:41     28.967 N     80.381 W
08/20/2008 23:09:42     28.969 N     80.383 W
08/20/2008 23:11:42     28.970 N     80.385 W
08/20/2008 23:13:41     28.971 N     80.387 W
08/20/2008 23:15:42     28.972 N     80.389 W
08/20/2008 23:17:41     28.973 N     80.391 W
08/20/2008 23:19:42     28.974 N     80.393 W
08/20/2008 23:21:41     28.975 N     80.395 W
08/20/2008 23:23:42     28.976 N     80.397 W
08/20/2008 23:25:41     28.977 N     80.399 W
08/20/2008 23:27:42     28.977 N     80.401 W
08/20/2008 23:29:41     28.978 N     80.403 W
08/20/2008 23:31:42     28.979 N     80.406 W
08/20/2008 23:33:41     28.979 N     80.408 W
08/20/2008 23:35:42     28.980 N     80.410 W
08/20/2008 23:37:41     28.980 N     80.412 W
08/20/2008 23:39:42     28.981 N     80.415 W
08/20/2008 23:41:42     28.981 N     80.417 W
08/20/2008 23:43:41     28.981 N     80.419 W
08/20/2008 23:45:42     28.981 N     80.421 W
08/20/2008 23:47:41     28.982 N     80.424 W
08/20/2008 23:49:42     28.982 N     80.426 W
08/20/2008 23:51:41     28.982 N     80.428 W
08/20/2008 23:53:42     28.981 N     80.431 W
08/20/2008 23:55:41     28.981 N     80.433 W
08/20/2008 23:57:42     28.981 N     80.435 W
08/20/2008 23:59:41     28.980 N     80.438 W
08/21/2008 00:01:42     28.980 N     80.440 W
08/21/2008 00:03:41     28.979 N     80.442 W
08/21/2008 00:05:42     28.979 N     80.445 W
08/21/2008 00:07:41     28.978 N     80.447 W
08/21/2008 00:09:42     28.977 N     80.450 W
08/21/2008 00:10:06     28.977 N     80.450 W
08/21/2008 00:12:05     28.974 N     80.453 W
08/21/2008 00:14:06     28.972 N     80.457 W
08/21/2008 00:16:05     28.969 N     80.460 W
08/21/2008 00:18:05     28.967 N     80.463 W
08/21/2008 00:20:06     28.964 N     80.466 W
08/21/2008 00:22:05     28.961 N     80.470 W
08/21/2008 00:24:06     28.959 N     80.473 W
08/21/2008 00:26:05     28.956 N     80.476 W
08/21/2008 00:28:06     28.954 N     80.479 W
08/21/2008 00:30:05     28.951 N     80.482 W
08/21/2008 00:32:06     28.948 N     80.485 W
08/21/2008 00:34:05     28.946 N     80.488 W
08/21/2008 00:36:06     28.944 N     80.491 W
08/21/2008 00:38:05     28.941 N     80.494 W
08/21/2008 00:40:06     28.939 N     80.497 W
08/21/2008 00:42:05     28.937 N     80.500 W
08/21/2008 00:44:06     28.935 N     80.502 W
08/21/2008 00:46:05     28.933 N     80.505 W
08/21/2008 00:48:05     28.931 N     80.508 W
08/21/2008 00:50:06     28.929 N     80.510 W
08/21/2008 00:52:05     28.927 N     80.513 W
08/21/2008 00:54:06     28.926 N     80.515 W
08/21/2008 00:56:05     28.924 N     80.517 W
08/21/2008 00:58:06     28.923 N     80.519 W
08/21/2008 01:00:05     28.922 N     80.522 W
08/21/2008 01:02:06     28.920 N     80.524 W
08/21/2008 01:04:05     28.919 N     80.526 W
08/21/2008 01:06:06     28.918 N     80.528 W
08/21/2008 01:08:05     28.917 N     80.529 W
08/21/2008 01:10:06     28.917 N     80.531 W
08/21/2008 01:12:05     28.916 N     80.533 W
08/21/2008 01:14:06     28.915 N     80.535 W
08/21/2008 01:16:05     28.915 N     80.536 W
08/21/2008 01:18:05     28.914 N     80.538 W
08/21/2008 01:20:06     28.914 N     80.539 W
08/21/2008 01:22:05     28.913 N     80.541 W
08/21/2008 01:24:06     28.913 N     80.542 W
08/21/2008 01:25:24     28.913 N     80.543 W
08/21/2008 01:27:23     28.912 N     80.545 W
08/21/2008 01:29:24     28.912 N     80.546 W
08/21/2008 01:31:23     28.911 N     80.548 W
08/21/2008 01:33:24     28.911 N     80.550 W
08/21/2008 01:35:23     28.910 N     80.551 W
08/21/2008 01:37:24     28.910 N     80.553 W
08/21/2008 01:39:23     28.910 N     80.554 W
08/21/2008 01:41:24     28.910 N     80.555 W
08/21/2008 01:43:23     28.909 N     80.556 W
08/21/2008 01:45:24     28.910 N     80.558 W
08/21/2008 01:47:23     28.910 N     80.559 W
08/21/2008 01:49:24     28.910 N     80.560 W
08/21/2008 01:51:24     28.910 N     80.561 W
08/21/2008 01:53:23     28.911 N     80.562 W
08/21/2008 01:55:24     28.911 N     80.562 W
08/21/2008 01:57:23     28.912 N     80.563 W
08/21/2008 01:59:24     28.913 N     80.564 W
08/21/2008 02:01:23     28.914 N     80.564 W
08/21/2008 02:03:24     28.914 N     80.565 W
08/21/2008 02:05:23     28.916 N     80.565 W
08/21/2008 02:07:24     28.917 N     80.565 W
08/21/2008 02:09:23     28.918 N     80.566 W
08/21/2008 02:11:24     28.919 N     80.566 W
08/21/2008 02:12:14     28.920 N     80.566 W
08/21/2008 02:14:15     28.921 N     80.567 W
08/21/2008 02:16:14     28.921 N     80.568 W
08/21/2008 02:18:15     28.922 N     80.569 W
08/21/2008 02:20:14     28.922 N     80.570 W
08/21/2008 02:22:15     28.923 N     80.571 W
08/21/2008 02:24:14     28.924 N     80.572 W
08/21/2008 02:26:15     28.924 N     80.573 W
08/21/2008 02:28:15     28.925 N     80.574 W
08/21/2008 02:30:14     28.926 N     80.574 W
08/21/2008 02:32:15     28.927 N     80.575 W
08/21/2008 02:34:14     28.928 N     80.576 W
08/21/2008 02:36:15     28.929 N     80.577 W
08/21/2008 02:38:14     28.930 N     80.578 W
08/21/2008 02:40:15     28.931 N     80.579 W
08/21/2008 02:42:14     28.932 N     80.580 W
08/21/2008 02:44:15     28.933 N     80.581 W
08/21/2008 02:46:14     28.934 N     80.582 W
08/21/2008 02:48:15     28.935 N     80.583 W
08/21/2008 02:50:14     28.937 N     80.583 W
08/21/2008 02:52:15     28.938 N     80.584 W
08/21/2008 02:54:14     28.940 N     80.585 W
08/21/2008 02:56:15     28.941 N     80.586 W
08/21/2008 02:58:15     28.942 N     80.587 W
08/21/2008 03:00:14     28.944 N     80.588 W
08/21/2008 03:02:15     28.946 N     80.589 W
08/21/2008 03:04:14     28.947 N     80.589 W
08/21/2008 03:06:15     28.949 N     80.590 W
08/21/2008 03:08:14     28.951 N     80.591 W
08/21/2008 03:10:15     28.953 N     80.592 W
08/21/2008 03:12:14     28.955 N     80.593 W
08/21/2008 03:14:15     28.957 N     80.593 W
08/21/2008 03:16:14     28.959 N     80.594 W
08/21/2008 03:18:15     28.961 N     80.595 W
08/21/2008 03:20:14     28.963 N     80.596 W
08/21/2008 03:22:15     28.965 N     80.597 W
08/21/2008 03:24:14     28.968 N     80.597 W
08/21/2008 03:26:15     28.970 N     80.598 W
08/21/2008 03:28:15     28.973 N     80.599 W
08/21/2008 03:30:14     28.975 N     80.600 W
08/21/2008 03:32:15     28.978 N     80.600 W
08/21/2008 03:34:14     28.980 N     80.601 W
08/21/2008 03:36:15     28.983 N     80.602 W
08/21/2008 03:38:14     28.985 N     80.602 W
08/21/2008 03:40:15     28.988 N     80.603 W
08/21/2008 03:42:14     28.991 N     80.604 W
08/21/2008 03:44:15     28.994 N     80.605 W
08/21/2008 03:46:14     28.996 N     80.605 W
08/21/2008 03:48:15     28.999 N     80.606 W
08/21/2008 03:50:14     29.002 N     80.607 W
08/21/2008 03:52:15     29.005 N     80.607 W
08/21/2008 03:54:14     29.008 N     80.608 W
08/21/2008 03:56:15     29.010 N     80.609 W
08/21/2008 03:58:15     29.013 N     80.609 W
08/21/2008 04:00:14     29.016 N     80.610 W
08/21/2008 04:02:15     29.019 N     80.611 W
08/21/2008 04:04:14     29.022 N     80.611 W
