16.7009,0.00232318,
18.6642,0.000564567,
19.1116,0.00173442,
19.8114,0.00179309,
19.6926,0.00102840,
20.1792,0.00121784,
20.8261,0.00133535,
21.2627,0.00177316,
21.9674,0.00216517,
21.7933,0.00129592,
21.3628,0.00126987,
21.3597,0.00106072,
20.8181,0.000792859,
21.5707,0.000786159,
22.0017,0.000844889,
21.9430,0.000511565,
22.4837,0.000720600,
22.9684,0.000772782,
22.1142,0.00118474,
22.6528,0.00124998,
22.6558,0.00145260,
24.0044,0.00175950,
24.8065,0.00146520,
23.4036,0.00111910,
24.2618,0.000981653,
24.6913,0.000942343,
24.7432,0.000818148,
24.3087,0.000517585,
25.6587,0.000915989,
26.5695,0.000700101,
27.6007,0.00136001,
28.6782,0.00151011,
27.9715,0.000987381,
29.0466,0.000974075,
28.8281,0.000738826,
