0.768651,0.00207840,
0.660326,0.00188461,
0.816548,0.00173925,
0.760088,0.00148247,
1.18260,0.00150664,
1.23057,0.00117233,
1.65287,0.00118197,
2.07468,0.00115770,
2.02059,0.00106565,
2.38977,0.00105107,
2.75812,0.000978350,
3.70966,0.00109451,
3.81367,0.000987912,
4.81784,0.00109438,
4.92324,0.00108468,
4.81610,0.000973256,
5.61002,0.00113789,
5.60960,0.00110882,
5.66209,0.00108943,
6.45476,0.00116686,
6.45420,0.00112810,
7.82790,0.00124421,
7.77430,0.00118608,
9.30540,0.00123919,
9.51593,0.00120040,
9.25166,0.00117136,
10.1504,0.00128269,
10.3612,0.00126328,
11.5225,0.00129221,
11.5218,0.00124376,
13.2649,0.00135983,
13.1586,0.00130655,
14.7406,0.00122884,
14.9519,0.00124335,
15.7980,0.00136921,
16.0611,0.00131589,
17.2751,0.00133512,
17.4332,0.00131572,
19.2287,0.00141240,
19.1224,0.00135428,
21.3897,0.00122803,
21.4958,0.00127162,
22.7637,0.00136837,
23.2911,0.00134408,
23.2905,0.00130048,
25.1903,0.00130994,
25.3479,0.00126147,
29.2002,0.00126100,
29.3588,0.00128521,
31.7852,0.00121224,
33.0493,0.00104251,
33.2088,0.00112486,
34.0552,0.00127010,
34.8467,0.00127001,
35.0030,0.00112948,
35.7436,0.00125052,
36.6383,0.00108568,
36.6915,0.00111474,
37.0628,0.00124551,
38.6463,0.00127439,
38.6454,0.00121625,
38.6443,0.00113389,
